Address1,Address2,propertyID,listingID,propertyType,price,leasePrice,buildingType,neighbourhood,bathrooms,bedrooms,communityFeatures,nearbyAmenities,storeys,walkscore,transitscore,machineryIncluded,rentalEquipment,parkingType,majorBusinessType,minorBusinessType,totalUnits,landSize,zoningType,interiorFloorSpace,exteriorBuildingSize,franchise,buildingAmenities,buildingStyle,basementDevelopment,notificationUpdate,anchor,retailStorefront,clearCeilingHeight,hasphoto,photos,multimediaFeatures,listingVideoType,city,province,soldData,hasAlternateFeatureSheet,hasOpenHouse,hasVirtualOpenHouse,hasCMHCFTHBBanner,hasTDpreApprovalIcon,hasActiveVirtualOpenHouse,Property Type,Building Type,Community Name,Title,Annual Property Taxes,Parking Type,Time on REALTOR.ca,Above Grade,Total,Features,Building Amenities,Cooling,Heating Type,Exterior Finish,Pool Type,Community Features,Amenities Nearby,Maintenance Fees,Maintenance Management Company,Total Parking Spaces,rooms_info
21 LAWREN HARRIS Square Unit# PH09,"Toronto, Ontario M5A1H7",23768741,40180445,SingleFamily,649000.00,,House,,1,1,QuietArea,Park,1,,,,,None,,,0,,,598.0000,,,"ExerciseCentre,GuestSuite,PartyRoom",Detached,,no,,,,yes,34,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,House,,Condominium,,None,27 days,1,1,Park/reserve,"Exercise Centre, Guest Suite, Party Room",Central air conditioning,Heat Pump,"Metal, Other",,Quiet Area,Park,$353.05 (CAD) Monthly,,,"{'Main level': {'4pc Bathroom': 'Measurements not available', 'Living room': '3.66 m x 4.57 m', 'Kitchen': '3.66 m x 4.57 m', 'Bedroom': '3.66 m x 3.66 m'}}"
#308 -62 SIDNEY BELSEY CRES,"Toronto, Ontario M6M5J3",23841330,W5437677,SingleFamily,599000.00,,Row/Townhouse,,2,3,,"Park,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,,,,no,,,,yes,31,Video,Vimeo,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Row / Townhouse,Weston,Condominium/Strata,"$1,757.13 (CAD)","Underground, Visitor Parking",2 days,3,2,,,Central air conditioning,Forced air (Natural gas),Brick,,,"Park, Public Transit",$538 (CAD) Monthly,Icc Property Management Ltd,1,"{'Main level': {'Living room': '4.38 m x 3.9 m', 'Dining room': '3.39 m x 2.8 m', 'Kitchen': '5.49 m x 2.8 m'}, 'Second level': {'Bedroom': '3.8 m x 3.2 m', 'Bedroom 2': '3.39 m x 2.49 m', 'Bedroom 3': '2.99 m x 2.89 m'}}"
#1005 -33 UNIVERSITY AVE,"Toronto, Ontario M5J2S7",23825839,C5432299,SingleFamily,780000.00,,Apartment,,2,2,,"Hospital,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,36,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Bay Street Corridor,Condominium/Strata,"$2,688.46 (CAD)","Underground, Visitor Parking",7 days,1,2,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Heat Pump (Natural gas),Stone,,,"Hospital, Public Transit",$733.41 (CAD) Monthly,Goldview Property Management Ltd 416-630-1234,,"{'Main level': {'Foyer': '1.92 m x 1.05 m', 'Kitchen': '3.56 m x 3.14 m', 'Living room': '7.53 m x 4.89 m', 'Dining room': '7.53 m x 4.89 m', 'Office': '7.53 m x 4.89 m', 'Primary Bedroom': '6.93 m x 3.26 m', 'Solarium': '6.93 m x 3.26 m', 'Den': '5.13 m x 2.71 m'}}"
#605 -225 SACKVILLE ST,"Toronto, Ontario M5A0B9",23836140,C5435951,SingleFamily,645000.00,,Apartment,,2,2,CommunityCentre,"Hospital,Park,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre,RecreationCentre",,,no,,,,yes,34,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Regent Park,Condominium/Strata,"$2,101.50 (CAD)","Underground, Visitor Parking",4 days,1,2,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Brick,,Community Centre,"Hospital, Park, Public Transit",$549.90 (CAD) Monthly,Dell Property Management 647-346-2318,1,"{'Flat': {'Living room': '3.05 m x 4.85 m', 'Dining room': '3.05 m x 4.85 m', 'Kitchen': '2.13 m x 2.45 m', 'Primary Bedroom': '3.15 m x 2.45 m', 'Den': '2.13 m x 1.85 m'}}"
#419 -1  FALAISE RD,"Toronto, Ontario M1E3B6",23817830,E5429632,SingleFamily,619000.00,,Apartment,,2,2,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,1,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,West Hill,Condominium/Strata,$0 (CAD),Underground,11 days,1,2,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Brick,,,,$400 (CAD) Monthly,Parcel Inc.,1,"{'Main level': {'Living room': '4.58 m x 3.76 m', 'Dining room': '4.58 m x 3.76 m', 'Kitchen': '4.58 m x 3.76 m', 'Primary Bedroom': '3.45 m x 3.45 m', 'Bedroom 2': '3.45 m x 2.5 m'}}"
#1801 -75 ST NICHOLAS ST,"Toronto, Ontario M4Y0A5",23830264,C5433784,SingleFamily,399900.00,,Apartment,,1,0,,"PublicTransit,Schools",,,,,,VisitorParking,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre,RecreationCentre",,,no,,,,yes,7,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Bay Street Corridor,Condominium/Strata,"$2,107.99 (CAD)",Visitor Parking,5 days,,1,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre, Recreation Centre",Central air conditioning,Heat Pump,Brick,,,"Public Transit, Schools",$342.89 (CAD) Monthly,First Service Residential,,"{'Flat': {'Living room': '3.2 m x 3.5 m', 'Kitchen': '3.2 m x 3.5 m', 'Other': '1.5 m x 2.8 m'}}"
#1111 -151 DAN LECKIE WAY,"Toronto, Ontario M5V4B2",23840434,C5437264,SingleFamily,799900.00,,Apartment,,2,2,,"Park,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre",,,no,,,,yes,40,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$3,114 (CAD)","Underground, Visitor Parking",2 days,2,2,,"Storage - Locker, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,,"Park, Public Transit",$652.73 (CAD) Monthly,First Serivce Residential,1,"{'Flat': {'Living room': '3.5 m x 3.2 m', 'Dining room': '3.5 m x 3.2 m', 'Kitchen': '4.7 m x 3.5 m', 'Primary Bedroom': '5.8 m x 3.5 m', 'Bedroom 2': '3.8 m x 2.9 m', 'Bathroom': 'Measurements not available', 'Foyer': 'Measurements not available'}}"
#218 -1630 QUEEN ST E,"Toronto, Ontario M4L1G3",23780687,E5417287,SingleFamily,526990.00,,Apartment,,1,1,CommunityCentre,"Park,PublicTransit,Schools",,,,,,VisitorParking,,,,,,,,,"Storage-Locker,PartyRoom,ExerciseCentre",,,no,,,,yes,5,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,The Beaches,Condominium/Strata,$0 (CAD),Visitor Parking,24 days,1,1,Balcony,"Storage - Locker, Party Room, Exercise Centre",Central air conditioning,,Concrete,,Community Centre,"Park, Public Transit, Schools",$405 (CAD) Monthly,Duka Property Mangement,,"{'Main level': {'Kitchen': 'Measurements not available', 'Living room': 'Measurements not available', 'Primary Bedroom': 'Measurements not available', 'Laundry room': 'Measurements not available', 'Bathroom': 'Measurements not available'}}"
#3003 -1 MARKET ST,"Toronto, Ontario M5E0A2",23831891,C5434332,SingleFamily,1099000.00,,Apartment,,2,1,CommunityCentre,"Park,PublicTransit,Schools",,,,,,,,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre",,,no,,,,yes,30,"Video,Photos",Matterport,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Waterfront Communities C8,Condominium/Strata,"$3,886.04 (CAD)",,5 days,1,2,,"Storage - Locker, Security/Concierge, Exercise Centre",Central air conditioning,Heat Pump (Electric),Brick,,Community Centre,"Park, Public Transit, Schools",$644.56 (CAD) Monthly,Del Property Management,1,"{'Flat': {'Foyer': '1.5 m x 2.42 m', 'Living room': '6.73 m x 5.66 m', 'Dining room': '6.73 m x 5.66 m', 'Kitchen': '6.19 m x 3 m', 'Primary Bedroom': '3.72 m x 3.6 m', 'Bathroom': '2.53 m x 1.55 m'}}"
#4 -1356 BATHURST ST,"Toronto, Ontario M5R3H7",23774577,C5415297,SingleFamily,1299000.00,,Row/Townhouse,,2,3,,"Park,PublicTransit,Schools",3,,,,,"Underground,VisitorParking",,,,,,,,,Storage-Locker,,,no,,,,yes,22,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Row / Townhouse,Wychwood,Condominium/Strata,"$3,941.04 (CAD)","Underground, Visitor Parking",25 days,2,2,,Storage - Locker,Central air conditioning,Forced air (Natural gas),"Brick, Stucco",,,"Park, Public Transit, Schools",$641.11 (CAD) Monthly,Skywater Prop Mgmt,1,"{'Main level': {'Living room': '4.03 m x 2.64 m', 'Dining room': '3.99 m x 3 m', 'Kitchen': '3.86 m x 2.74 m'}, 'Second level': {'Family room': '4.04 m x 4.01 m', 'Bedroom 2': '4.01 m x 3.73 m'}, 'Third level': {'Primary Bedroom': '4.55 m x 4.01 m'}}"
#1112 -720 SPADINA AVE,"Toronto, Ontario M5S2T9",23752043,C5407800,SingleFamily,419900.00,,Apartment,,1,1,,,,,,,,,,,,,,,,,"Sauna,ExerciseCentre",,,no,,,,yes,26,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,University,Undivided Co-ownership,$0 (CAD),,33 days,1,1,Balcony,"Sauna, Exercise Centre",Central air conditioning,,Brick,Outdoor pool,,,$761.71 (CAD) Monthly,Peer Property Management Ltd 416-960-0144 Ext. 101,,"{'Main level': {'Living room': '3.23 m x 7.1 m', 'Dining room': '2.88 m x 7.1 m', 'Kitchen': '2.76 m x 2.78 m', 'Bedroom': '3.68 m x 2.88 m'}}"
#1612 -1420 DUPONT ST,"Toronto, Ontario M6H4J8",23821055,W5430669,SingleFamily,520000.00,,Apartment,,1,1,CommunityCentre,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"PartyRoom,Security/Concierge,ExerciseCentre",,,no,,,,yes,15,,,Toronto,Ontario,no,no,no,no,yes,no,no,Single Family,Apartment,Dovercourt-Wallace Emerson-Junction,Condominium/Strata,"$1,496.90 (CAD)","Underground, Visitor Parking",10 days,1,1,Balcony,"Party Room, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,Community Centre,"Park, Public Transit, Schools",$336.56 (CAD) Monthly,Crossbridge Condominium Services Ltd 416-901-6445,,"{'Main level': {'Living room': '8.87 m x 3.58 m', 'Dining room': '8.87 m x 3.58 m', 'Kitchen': '8.87 m x 3.58 m', 'Primary Bedroom': '4.29 m x 2.74 m'}}"
101 HAMMERSMITH AVE,"Toronto, Ontario M4E2W3",23756226,E5409043,SingleFamily,95000.00,,Other,,0,0,,,,,,,,Underground,,,,,,,,,,,,no,,,,yes,3,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Other,The Beaches,Condominium/Strata,$1 (CAD),Underground,32 days,,0,,,,,Brick,,,,$5 (CAD) Monthly,Horizon Property Management Inc. 416-332-4988,1,{}
#510 -18 WILLIAM CARSON CRES,"Toronto, Ontario M2P2G6",23833706,C5435055,SingleFamily,1999000.00,,Apartment,,3,2,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,40,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,St. Andrew-Windfields,Condominium/Strata,"$6,433.96 (CAD)",Underground,4 days,2,3,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Brick,,,,"$2,183.97 (CAD) Monthly",Crossbridge Condominium Services Ltd. 416-733-3738,2,"{'Main level': {'Foyer': '2.13 m x 1.93 m', 'Living room': '7.85 m x 6.25 m', 'Dining room': '7.85 m x 6.25 m', 'Office': '5.03 m x 2.49 m', 'Family room': '6.68 m x 4.39 m', 'Eating area': '6.68 m x 4.39 m', 'Kitchen': '6.68 m x 2.92 m', 'Primary Bedroom': '6.99 m x 3.15 m', 'Bedroom 2': '4.11 m x 2.84 m', 'Laundry room': '2.72 m x 1.73 m'}}"
#1709 -170 AVENUE RD,"Toronto, Ontario M5R0A4",23788293,C5419744,SingleFamily,2846000.00,,Apartment,,3,3,,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre",,,no,,,,yes,36,Video,Matterport,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Annex,Condominium/Strata,"$9,727.50 (CAD)","Underground, Visitor Parking",20 days,2,3,Balcony,"Storage - Locker, Security/Concierge, Exercise Centre",Central air conditioning,Heat Pump (Natural gas),Concrete,Indoor pool,,"Park, Public Transit, Schools","$1,502.85 (CAD) Monthly",Forest Hill Kipling Management 416 964-7323,2,"{'Flat': {'Foyer': 'Measurements not available', 'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Den': 'Measurements not available', 'Primary Bedroom': 'Measurements not available', 'Bedroom 2': 'Measurements not available', 'Laundry room': 'Measurements not available'}}"
#2412 -7 CONCORDE PL,"Toronto, Ontario M3C3N4",23805095,C5425447,SingleFamily,524900.00,,Apartment,,1,1,,"Park,PublicTransit",,,,,,Underground,,,,,,,,,"Security/Concierge,Sauna,ExerciseCentre",,,no,,,,yes,40,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Banbury-Don Mills,Condominium/Strata,"$1,582.52 (CAD)",Underground,15 days,1,1,"Ravine, Conservation/green belt","Security/Concierge, Sauna, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,,"Park, Public Transit",$448 (CAD) Monthly,Crossbridge Condominum Services,1,"{'Flat': {'Living room': '5.03 m x 3.45 m', 'Dining room': '3.89 m x 3.02 m', 'Kitchen': '2.59 m x 2.18 m', 'Primary Bedroom': '3.35 m x 3.02 m', 'Laundry room': '2.31 m x 0.76 m'}}"
#612 -5444 YONGE ST,"Toronto, Ontario M2N6J4",23766180,C5412304,SingleFamily,735000.00,,Apartment,,2,3,CommunityCentre,"Park,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre",,,no,,,,yes,36,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Willowdale West,Condominium/Strata,"$3,057.96 (CAD)","Underground, Visitor Parking",28 days,1,2,,"Storage - Locker, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,"Indoor pool, Outdoor pool",Community Centre,"Park, Public Transit","$1,128.19 (CAD) Monthly",Del Property Management     416-223-8114,2,"{'Main level': {'Living room': '4.05 m x 3.8 m', 'Dining room': '4.23 m x 3.6 m', 'Kitchen': '3.5 m x 3 m', 'Family room': '4.2 m x 3.3 m', 'Primary Bedroom': '5.45 m x 3.33 m', 'Den': '3.9 m x 2.37 m'}}"
#571 -209 FORT YORK BLVD,"Toronto, Ontario M5V4A1",23841648,C5437785,SingleFamily,499900.00,,Apartment,,1,1,,,,,,,,,,,,,,,,,,,,no,,,,yes,14,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Niagara,Condominium/Strata,"$2,370 (CAD)",,2 days,1,1,Balcony,,Central air conditioning,,,,,,$488.54 (CAD) Monthly,Tscc 2181,,"{'Main level': {'Living room': '5.3 m x 3.5 m', 'Kitchen': '5.3 m x 3.5 m', 'Primary Bedroom': '3.8 m x 3 m'}}"
#B -13 FALAISE RD,"Toronto, Ontario M1E3B6",23822962,E5431352,SingleFamily,699000.00,,Row/Townhouse,,3,2,,,2,,,,,Underground,,,,,,,,,,,,no,,,,yes,28,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Row / Townhouse,West Hill,Condominium/Strata,$0 (CAD),Underground,9 days,2,3,Balcony,,Central air conditioning,Forced air (Natural gas),Brick,,,,$496 (CAD) Monthly,Percel Inc.,1,{}
#2901 -199 RICHMOND ST W,"Toronto, Ontario M5V0H4",23778278,C5416216,SingleFamily,1625000.00,,Apartment,,2,3,,"Hospital,Park,PublicTransit,Schools",,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre,RecreationCentre",,,no,,,,yes,40,Video,Vimeo,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$6,021.02 (CAD)",Underground,24 days,2,2,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,"Hospital, Park, Public Transit, Schools","$1,101.80 (CAD) Monthly",Icc Property Management,1,"{'Main level': {'Living room': '7.85 m x 4.93 m', 'Dining room': '4.77 m x 3.19 m', 'Kitchen': '5.81 m x 3.68 m', 'Primary Bedroom': '5.24 m x 5.07 m', 'Bedroom 2': '5.05 m x 2.86 m', 'Den': '2.51 m x 2.49 m'}}"
#712 -222 THE ESPLANADE ST,"Toronto, Ontario M5A4M8",23839369,C5437007,SingleFamily,499900.00,,Apartment,,1,2,CommunityCentre,"Park,PublicTransit,Schools",,,,,,Underground,,,,,,,,,"Security/Concierge,ExerciseCentre",,,no,,,,yes,40,"Video,FloorPlan",iGuide,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C8,Condominium/Strata,"$1,796.38 (CAD)",Underground,3 days,1,1,,"Security/Concierge, Exercise Centre",Central air conditioning,Heat Pump (Natural gas),Concrete,,Community Centre,"Park, Public Transit, Schools",$584.64 (CAD) Monthly,Shelter Canadian Properties 416-941-9934,1,"{'Main level': {'Foyer': 'Measurements not available', 'Living room': '4 m x 3 m', 'Dining room': '4 m x 3 m', 'Kitchen': '2.2 m x 2 m', 'Bedroom': '3.5 m x 2.8 m', 'Den': '2.4 m x 2.2 m'}}"
#V110 -27 MCMAHON DR,"Toronto, Ontario",23781937,C5417600,SingleFamily,1345900.00,,Row/Townhouse,,3,4,CommunityCentre,"Hospital,Park,PublicTransit",2,,,,,Underground,,,,,,,,,"Storage-Locker,CarWash,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,6,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Row / Townhouse,Bayview Village,Condominium/Strata,$0 (CAD),Underground,23 days,3,3,,"Storage - Locker, Car Wash, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,Community Centre,"Hospital, Park, Public Transit",$700 (CAD) Monthly,Tba,1,"{'Main level': {'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Bedroom 3': 'Measurements not available'}, 'Second level': {'Den': 'Measurements not available', 'Primary Bedroom': 'Measurements not available', 'Bedroom 2': 'Measurements not available'}}"
#3208 -101 CHARLES ST E,"Toronto, Ontario M4Y1V2",23819418,C5430286,SingleFamily,798000.00,,Apartment,,1,2,,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,22,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Church-Yonge Corridor,Condominium/Strata,"$2,877.87 (CAD)","Underground, Visitor Parking",10 days,1,1,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Outdoor pool,,"Park, Public Transit, Schools",$428.80 (CAD) Monthly,Forest Hill Kipling Premium Management,1,"{'Flat': {'Living room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Dining room': 'Measurements not available', 'Primary Bedroom': 'Measurements not available', 'Den': 'Measurements not available'}}"
#212 -225 DAVENPORT RD,"Toronto, Ontario M5R3R2",23766246,C5412620,SingleFamily,949000.00,,Apartment,,2,3,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,10,"Video,FloorPlan",Realvision,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Annex,Condominium/Strata,"$3,438 (CAD)",Underground,28 days,2,2,,Storage - Locker,Central air conditioning,Forced air (Natural gas),"Brick, Concrete",,,,"$1,388.28 (CAD) Monthly",360 Community Management,1,"{'Flat': {'Living room': '18.9 m x 15.4 m', 'Dining room': '18.9 m x 15.4 m', 'Kitchen': '10.7 m x 10.2 m', 'Den': '13.3 m x 6.9 m', 'Primary Bedroom': '15.11 m x 9.9 m', 'Bedroom 2': '13.5 m x 9.6 m', 'Laundry room': '6.7 m x 5.8 m', 'Foyer': '9.7 m x 4.1 m'}}"
#202 -39 BRANT ST,"Toronto, Ontario M5V1S7",23770927,C5414035,SingleFamily,989900.00,,,,2,2,,"PublicTransit,Schools",,,,,,Underground,,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,21,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,,Waterfront Communities C1,Condominium/Strata,"$2,905.89 (CAD)",Underground,26 days,2,2,,"Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,"Public Transit, Schools",$661.06 (CAD) Monthly,Icon Property Management,1,"{'Flat': {'Living room': '6.38 m x 3.35 m', 'Dining room': '6.38 m x 3.35 m', 'Kitchen': '6.38 m x 3.35 m', 'Bedroom': '2.77 m x 3.61 m', 'Bedroom 2': '3.61 m x 3.86 m'}}"
#4310 -21 WIDMER ST,"Toronto, Ontario M5V0B8",23831185,C5434166,SingleFamily,1849000.00,,Apartment,,2,3,,PublicTransit,,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,38,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$6,526.62 (CAD)","Underground, Visitor Parking",5 days,3,2,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,,Concrete,,,Public Transit,"$1,422 (CAD) Monthly",Goldview Property Management,2,"{'Flat': {'Living room': '7.22 m x 3.12 m', 'Dining room': '4.26 m x 3.8 m', 'Kitchen': '3.83 m x 2.16 m', 'Den': '2.5 m x 2.38 m', 'Primary Bedroom': '5.13 m x 2.95 m', 'Bedroom 2': '4.45 m x 2.86 m', 'Bedroom 3': '3.2 m x 3.18 m'}}"
#1207 -210 SIMCOE ST,"Toronto, Ontario M5T0A9",23829220,C5433645,SingleFamily,679900.00,,Apartment,,1,2,CommunityCentre,"Hospital,Park,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,40,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,University,Condominium/Strata,"$2,734.65 (CAD)","Underground, Visitor Parking",6 days,1,1,Balcony,"Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,Community Centre,"Hospital, Park, Public Transit",$430.24 (CAD) Monthly,Del Property Management 416-559-7832,,"{'Main level': {'Kitchen': '3.89 m x 3.34 m', 'Living room': '3.89 m x 3.08 m', 'Bedroom': '3.09 m x 2.76 m', 'Den': '2.88 m x 2.16 m', 'Other': '3.89 m x 1.5 m'}}"
#315 -155 YORKVILLE AVE,"Toronto, Ontario M5R1C4",23831794,C5434333,SingleFamily,699000.00,,Apartment,,1,1,,,,,,,,,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,11,"Audio,Brochure,Photos,Map",,Toronto,Ontario,no,no,no,no,yes,no,no,Single Family,Apartment,Annex,Condominium/Strata,"$2,841.21 (CAD)",,5 days,1,1,,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,,$445.67 (CAD) Monthly,Icc Property Management,,{}
#504 -8 SCOLLARD ST,"Toronto, Ontario M5R1M2",23785855,C5418779,SingleFamily,799000.00,,Apartment,,2,2,,"Park,PublicTransit",,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,30,,,Toronto,Ontario,no,no,no,no,no,no,no,Single Family,Apartment,Annex,Condominium/Strata,"$3,268.92 (CAD)",Underground,21 days,1,2,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,"Park, Public Transit",$705.20 (CAD) Monthly,St. George Property Management  905 881 3115,1,"{'Flat': {'Living room': '5.28 m x 3.51 m', 'Dining room': '5.28 m x 3.51 m', 'Kitchen': '3.3 m x 2.36 m', 'Primary Bedroom': '3.28 m x 2.95 m', 'Den': '2.9 m x 2.49 m'}}"
